order_id,order_date,customer_name,category,region,channel,unit_price,quantity,revenue
ORD100035,02/09/2025,Deborah Brennan,APPAREL,South,In-Store,461.33,6,2767.98
ORD100036,04/05/2025,Joshua Blair,Sports,North,Marketplace,102.01,1,102.01
ORD100037,11/09/2025,Zachary Santos,Electronics,East,Mobile App,480.78,5,2403.9
ORD100038,2025-07-18,Barbara Walker,Toys,South,Mobile App,197.4,2,394.8
ORD100039,21/02/2025,Crystal Robinson,Apparel,West,Mobile App,272.15,2,544.3
ORD100040,2026-04-30,Crystal Whitehead,Beauty,East,Marketplace,482.8,4,1931.2
ORD100041,11/05/2025,David Caldwell,Electronics,East,Marketplace,273.63,1,273.63
ORD100042,2025-09-30,Timothy Duncan,Apparel,South,Marketplace,151.66,5,758.3
ORD100043,08/03/2025,Rhonda Lee,ELECTRONICS,West,Mobile App,41.9,7,293.3
ORD100044,17/02/2026,Jeff Owens,Toys,South,Marketplace,214.58,1,214.58
ORD100045,2025-08-22,Victoria Garcia,Apparel,Central,Marketplace,103.36,7,723.52
ORD100046,28/04/2025,Scott Wright,Beauty,South,Marketplace,408.65,1,408.65
ORD100047,30/05/2025,Javier Ramirez,Apparel,West,In-Store,357.11,3,1071.33
ORD100048,11/11/2025,Jessica Callahan,Electronics,East,Marketplace,386.78,5,1933.9
ORD100049,29/06/2026,Zachary Huff,Electronics,South,In-Store,463.52,2,927.04
ORD100050,07/10/2025,Sarah Martin,BEAUTY,West,In-Store,62.36,7,436.52
ORD100051,09/08/2025,James Brown,Beauty,South,Mobile App,425.77,4,1703.08
ORD100052,02/09/2025,Mrs. Rachel Gibson,Home & Kitchen,West,Marketplace,168.79,7,1181.53
ORD100053,11/02/2026,Whitney Peters,Sports,West,Mobile App,158.94,5,794.7
ORD100054,2025-11-27,Edward Novak,Sports,West,Mobile App,366.16,6,2196.96
ORD100055,2025-11-30,Nicole Brown,Home & Kitchen,South,Mobile App,444.17,1,444.17
ORD100056,24/06/2026,Sarah Moore,electronics,South,In-Store,194.55,7,1361.85
ORD100057,19/01/2026,Cody Larson,Beauty,North,Marketplace,358.06,1,358.06
ORD100058,28/05/2025,Bryan Zamora,SPORTS,South,In-Store,362.26,7,2535.82
ORD100059,29/11/2025,Lisa Barnes,Home & Kitchen,West,Mobile App,386.63,7,2706.41
ORD100060,2026-02-10,Taylor Harris,Beauty,South,In-Store,25.01,7,175.07
ORD100061,27/06/2025,James Powers,Apparel,West,Marketplace,216.63,2,433.26
ORD100062,2025-09-22,Paul Jones,ELECTRONICS,North,Web,222.47,3,667.41
ORD100063,09/06/2026,Dr. Angel Lewis MD,Sports,South,In-Store,20.56,7,143.92
ORD100064,2025-04-10,Sherry Wood,Home & Kitchen,East,Web,240.31,5,1201.55
ORD100065,2026-07-09,Michele Carr,Home & Kitchen,North,Mobile App,256.74,6,1540.44
ORD100066,2025-06-27,Aimee Montoya,electronics,East,In-Store,73.97,7,517.79
ORD100067,2025-03-18,Teresa Taylor,Beauty,East,In-Store,208.14,3,624.42
ORD100068,11/12/2025,Juan Nelson,Sports,West,In-Store,105.52,5,527.6
ORD100069,2025-06-07,Christina Walters,Beauty,South,In-Store,43.11,3,129.33
ORD100070,03/09/2025,Taylor Mathis Jr.,Apparel,East,Marketplace,348.92,4,1395.68
ORD100071,2025-12-29,Aaron Wise,Home & Kitchen,West,In-Store,465.2,5,2326.0
ORD100072,05/09/2025,Patrick Arnold,Apparel,South,In-Store,151.34,5,756.7
ORD100073,24/05/2026,Benjamin Ware,Toys,Central,Marketplace,436.37,4,1745.48
ORD100074,05/04/2025,Sandra Aguilar,Toys,Central,Mobile App,113.13,4,452.52
ORD100075,2026-03-26,Eric Nolan,ELECTRONICS,South,Marketplace,446.82,3,1340.46
ORD100076,2025-05-30,Stephanie Clark,sports,East,Mobile App,165.55,7,1158.85
ORD100077,2025-08-24,Richard Henson,Apparel,South,Web,448.57,7,3139.99
ORD100078,2026-05-02,Brittany Spears,Toys,North,Mobile App,453.88,1,453.88
ORD100079,27/01/2025,Rita Keith,Sports,Central,Mobile App,117.83,6,706.98
ORD100080,2026-03-29,Evelyn Galvan,Sports,Central,Web,5.26,5,26.3
ORD100081,2026-03-21,Rita Adams,Home & Kitchen,South,Mobile App,431.06,7,3017.42
ORD100082,15/05/2025,Shane Garrison,Apparel,East,In-Store,86.5,3,259.5
ORD100083,2026-03-25,Julia Torres,Home & Kitchen,West,Web,211.62,5,1058.1
ORD100084,2025-07-12,Alexander Lee,Apparel,Central,Marketplace,347.76,2,695.52
ORD100085,2025-12-31,Tracy Ramirez,beauty,North,Web,172.12,7,1204.84
ORD100086,12/06/2026,William Herrera,sports,Central,Web,88.3,1,88.3
ORD100087,2026-06-25,Wesley White,Toys,West,Marketplace,204.9,6,1229.4
ORD100088,17/02/2026,Brian Hamilton,Apparel,East,Web,486.03,4,1944.12
ORD100089,13/08/2025,Larry Dixon,Sports,North,In-Store,127.2,7,890.4
ORD100090,14/01/2025,Dawn Fletcher,Electronics,Central,In-Store,251.14,1,251.14
ORD100091,24/02/2026,Kimberly Ball,Home & Kitchen,East,Mobile App,78.3,1,78.3
ORD100092,13/01/2026,Helen Jones,Home & Kitchen,South,Marketplace,137.06,2,274.12
ORD100093,2026-02-12,Erik Charles,Electronics,South,In-Store,253.83,6,1522.98
ORD100094,22/08/2025,Eric Ortiz,Beauty,Central,Mobile App,21.36,1,21.36
ORD100095,13/06/2026,Cameron Fisher,Beauty,East,Marketplace,319.0,6,1914.0
ORD100096,2025-06-27,Stephanie Gilbert,Home & Kitchen,West,In-Store,76.72,4,306.88
ORD100097,06/09/2025,April Mitchell,TOYS,South,In-Store,226.65,6,1359.9
ORD100098,2025-09-13,Mary Marshall,Beauty,South,In-Store,124.82,4,499.28
ORD100099,2026-03-26,John Santana,Electronics,Central,In-Store,45.02,3,
ORD100100,2025-12-26,Bradley Robertson,Apparel,East,In-Store,124.87,6,749.22
ORD100101,2026-01-17,Robert Potter,Toys,West,Web,187.05,4,748.2
ORD100102,2025-05-28,Curtis Johnson,ELECTRONICS,North,In-Store,491.79,6,2950.74
ORD100103,2025-08-29,Samuel Jones,Beauty,South,Mobile App,270.21,1,270.21
ORD100104,2025-10-11,Cheyenne Horton,Sports,,In-Store,79.61,3,238.83
ORD100105,01/03/2026,Matthew Smith,Beauty,East,Mobile App,97.33,5,486.65
ORD100106,2025-04-20,Ashley Coleman,Beauty,East,Mobile App,429.89,4,1719.56
ORD100107,30/05/2025,Kelly Williams,Toys,East,Web,340.39,3,1021.17
ORD100108,14/01/2026,Joyce Solis,Electronics,Central,In-Store,357.02,7,2499.14
ORD100109,15/12/2025,Linda Dodson DVM,Home & Kitchen,Central,Marketplace,117.12,7,819.84
ORD100110,10/11/2025,Kathy Rivas,Toys,North,Marketplace,91.31,1,91.31
ORD100111,05/06/2025,Natasha Wells,Beauty,South,Mobile App,201.8,7,1412.6
ORD100112,2025-10-26,Mark Cannon,Apparel,West,Marketplace,468.68,1,468.68
ORD100113,2025-06-19,Denise Jones,Toys,West,Marketplace,339.47,1,339.47
ORD100114,2025-03-30,Francisco Fernandez,Apparel,Central,In-Store,61.17,7,428.19
ORD100115,18/02/2025,Michael Mccarthy,Sports,East,Mobile App,273.02,2,546.04
ORD100116,2025-05-07,Joshua Perry,Electronics,North,Marketplace,132.68,4,530.72
ORD100117,30/01/2026,Taylor Silva,Toys,Central,In-Store,91.6,1,91.6
ORD100118,17/01/2025,Pamela James,Apparel,North,Marketplace,260.73,1,260.73
ORD100119,2026-06-20,Paul Castaneda,Toys,East,Web,124.72,6,748.32
ORD100120,2025-12-10,Paul Payne,Toys,Central,Web,449.12,5,2245.6
ORD100121,29/01/2025,Daniel Graham,Sports,South,Mobile App,441.9,7,3093.3
ORD100122,2025-04-14,Michael Powell,Home & Kitchen,South,Marketplace,172.82,3,518.46
ORD100123,28/01/2025,Cameron Dean,Sports,East,Web,351.68,3,1055.04
ORD100124,01/01/2026,Justin Johnson,Apparel,Central,Web,428.88,6,2573.28
ORD100125,2025-08-09,Joel Williams,Apparel,West,Web,391.04,4,1564.16
ORD100126,09/08/2025,Gabriel Juarez,Electronics,North,Marketplace,46.65,4,186.6
ORD100127,27/02/2025,Sandra King,Sports,Central,Marketplace,449.78,4,1799.12
ORD100128,2025-07-24,Joshua Cooke,Sports,South,In-Store,292.44,6,1754.64
ORD100129,03/03/2026,Rachael Pearson,Beauty,East,Marketplace,470.37,1,470.37
ORD100130,2025-04-07,Christina Smith,Electronics,East,Mobile App,7.51,6,45.06
ORD100131,2025-05-13,Michael Elliott,Toys,West,Web,276.62,6,1659.72
ORD100132,12/12/2025,Pamela Jackson,Home & Kitchen,North,Marketplace,226.97,5,1134.85
ORD100133,2026-06-26,Ashley Weiss,sports,Central,Web,116.01,1,116.01
ORD100134,20/01/2026,Alexander Collins,Apparel,East,Web,13.95,6,83.7
ORD100135,2025-02-24,Jennifer Espinoza,Electronics,Central,Mobile App,166.07,4,664.28
ORD100136,2026-03-13,Lori Garcia,SPORTS,North,Web,186.4,7,1304.8
ORD100137,2026-07-07,Lindsay Martinez,Sports,West,In-Store,361.87,1,361.87
ORD100138,2025-08-05,Hannah Patterson,beauty,Central,Marketplace,273.56,3,820.68
ORD100139,2026-04-09,Gloria Atkinson,Home & Kitchen,East,Marketplace,187.02,-7,1309.14
ORD100140,13/04/2026,Tyler Reid,sports,Central,Marketplace,128.98,6,773.88
ORD100141,2026-06-27,Jessica Gross,sports,West,In-Store,486.64,5,2433.2
ORD100142,05/10/2025,Robert Medina,Sports,West,Marketplace,245.94,3,737.82
ORD100143,25/04/2026,Nicholas Adams,Apparel,East,Mobile App,220.03,5,1100.15
ORD100144,27/05/2025,Angelica Keith,Apparel,East,Mobile App,253.81,4,1015.24
ORD100145,29/01/2025,Leonard Gray,Home & Kitchen,West,In-Store,336.12,1,336.12
ORD100146,2026-03-27,Catherine Lewis,Sports,East,Marketplace,101.65,5,508.25
ORD100147,14/06/2025,Spencer Haynes,Sports,North,Marketplace,252.1,4,1008.4
ORD100148,2026-02-12,Travis Miller,Electronics,Central,In-Store,17.04,1,17.04
ORD100149,09/10/2025,Peter Vaughn DDS,Toys,South,Marketplace,26.58,4,106.32
ORD100150,28/01/2026,Anna Walker,Toys,North,Mobile App,470.53,5,2352.65
ORD100151,2025-10-31,Kevin Kennedy,Apparel,West,In-Store,143.38,6,860.28
ORD100152,2026-02-03,Patrick Rivera,Sports,West,Marketplace,188.23,1,188.23
ORD100153,29/04/2025,David Martinez,Toys,South,Marketplace,476.77,5,2383.85
ORD100154,25/04/2025,Joshua Gill,Sports,West,Marketplace,216.95,5,1084.75
ORD100155,03/07/2026,John Hardy,Toys,West,Marketplace,288.28,4,
ORD100156,30/04/2025,Diane Garcia,Home & Kitchen,South,Web,427.24,7,2990.68
ORD100157,02/11/2025,Christopher Smith,Toys,East,Mobile App,156.32,7,1094.24
ORD100158,2026-01-31,William Tran,Toys,West,Web,137.9,3,413.7
ORD100159,2026-05-07,Sean Henry,Beauty,South,Mobile App,88.9,1,88.9
ORD100160,2025-04-25,Julie Alexander,Beauty,West,Marketplace,200.37,6,1202.22
ORD100161,09/04/2026,Todd Woods,Apparel,North,In-Store,349.53,6,2097.18
ORD100162,2025-02-12,Benjamin Soto,Home & Kitchen,East,In-Store,53.1,7,371.7
ORD100163,2026-07-12,Justin Torres,Apparel,North,In-Store,495.08,2,990.16
ORD100164,2026-03-23,Phillip Obrien,Electronics,East,Mobile App,130.81,2,261.62
ORD100165,13/09/2025,Joseph Hayes,Beauty,Central,Web,439.3,-1,439.3
ORD100166,20/12/2025,Wanda Torres,Beauty,North,Marketplace,425.09,1,425.09
ORD100167,2025-05-07,Natalie Meza,Beauty,Central,Web,352.73,7,2469.11
ORD100168,19/04/2025,Matthew Moore,Sports,West,Mobile App,150.33,7,1052.31
ORD100169,2025-12-05,Aaron Hayes,Sports,Central,Web,212.79,2,425.58
ORD100170,2026-02-03,David Mann,Electronics,East,Mobile App,434.2,5,2171.0
ORD100171,2026-03-21,Michael Bradshaw,Sports,East,Mobile App,45.39,7,317.73
ORD100172,03/09/2025,Mary Peck,toys,West,Web,253.25,5,1266.25
ORD100173,2026-04-11,Maria Kerr,Sports,West,Marketplace,101.17,6,607.02
ORD100174,2026-02-28,Christopher Parker,Apparel,North,Marketplace,398.92,4,1595.68
ORD100175,2026-01-26,Donna Martinez,Toys,West,Marketplace,443.88,7,3107.16
ORD100176,11/10/2025,Terri Mason,Home & Kitchen,Central,Marketplace,190.91,2,381.82
ORD100177,2025-07-09,Andrew Reynolds,Toys,West,Marketplace,222.04,7,1554.28
ORD100178,2026-04-17,Brandon Hayden,Electronics,North,In-Store,22.79,1,22.79
ORD100179,17/01/2026,Tiffany Key,Beauty,North,Mobile App,81.75,6,490.5
ORD100180,2025-09-28,Andrew Avila,Toys,West,Marketplace,146.84,2,293.68
ORD100181,2025-11-30,Sydney White,Home & Kitchen,North,Web,430.9,1,430.9
ORD100182,2025-07-23,Katherine Davis,Beauty,South,Marketplace,23.49,6,140.94
ORD100183,13/07/2025,Michael Hodge,Toys,West,Web,155.12,3,465.36
ORD100184,04/04/2026,Donna Landry,Apparel,East,Mobile App,67.89,1,67.89
ORD100185,10/07/2025,Jordan Edwards,Home & Kitchen,South,Mobile App,414.8,4,1659.2
ORD100186,09/07/2026,Jennifer Robertson,Sports,North,Web,111.83,5,559.15
ORD100187,26/04/2025,Kimberly Gutierrez,Electronics,South,Marketplace,231.35,6,1388.1
ORD100188,06/03/2026,Peter Garrett,Toys,Central,Mobile App,30.58,4,122.32
ORD100189,11/09/2025,Joshua Pennington,Apparel,South,Mobile App,208.62,3,625.86
ORD100190,2025-12-13,Barbara Dudley,Apparel,South,Marketplace,320.53,4,1282.12
ORD100191,2025-11-12,Christopher Pierce,home & kitchen,South,Marketplace,70.71,2,141.42
ORD100192,23/09/2025,Willie Durham,Sports,East,Mobile App,260.57,6,1563.42
ORD100193,2026-02-10,Ronnie Jimenez,Apparel,West,Mobile App,25.33,7,177.31
ORD100194,05/07/2026,Denise Davenport,Beauty,West,Mobile App,219.59,2,439.18
ORD100195,2026-06-03,Juan Reyes,Beauty,South,Marketplace,43.84,5,219.2
ORD100196,14/06/2025,Sherry Shields,Electronics,East,In-Store,96.25,6,577.5
ORD100197,2025-10-19,Jennifer Villa,Toys,East,Mobile App,418.81,1,418.81
ORD100198,2025-12-01,Diane Evans,Beauty,Central,In-Store,345.81,1,345.81
ORD100199,12/11/2025,Mrs. Brittany Ryan MD,Toys,West,Marketplace,90.78,1,90.78
ORD100200,2025-04-27,Jordan Morris,Apparel,North,In-Store,223.96,6,1343.76
ORD100201,14/03/2026,Laura Hall,Sports,East,Web,51.47,1,51.47
ORD100202,2026-04-03,Patrick Thornton,Home & Kitchen,South,In-Store,331.8,5,1659.0
ORD100203,05/07/2026,Matthew Hoover,Sports,Central,Mobile App,320.94,5,1604.7
ORD100204,05/05/2026,Andrew Shaw MD,Apparel,Central,In-Store,370.26,7,2591.82
ORD100205,21/09/2025,Jessica Fox,Sports,East,Web,220.66,5,1103.3
ORD100206,2025-04-08,Jennifer Pena,Electronics,Central,In-Store,212.7,4,850.8
ORD100207,2026-01-28,Wayne Morgan,Electronics,Central,Web,285.19,3,855.57
ORD100208,2026-04-29,Sarah Phelps,Sports,West,Web,380.13,1,380.13
ORD100209,06/03/2026,Eugene Higgins,Home & Kitchen,West,Marketplace,174.23,4,696.92
ORD100210,25/12/2025,Amanda Jones,Beauty,South,Mobile App,27.77,1,27.77
ORD100211,2025-09-08,Yolanda Francis,Toys,West,Marketplace,159.15,6,954.9
ORD100212,2025-09-14,Mark Brennan,Sports,West,In-Store,353.31,4,1413.24
ORD100213,26/03/2026,Stephanie Williams,Apparel,West,Marketplace,13.49,2,26.98
ORD100214,2025-11-01,James Thomas,Electronics,Central,Mobile App,248.35,7,1738.45
ORD100215,2025-02-26,Rebecca Jackson,Toys,West,Web,176.42,6,1058.52
ORD100216,29/05/2026,Lisa Allen,Beauty,West,Mobile App,219.76,7,1538.32
ORD100217,02/06/2025,Joel King,Home & Kitchen,Central,Web,28.79,6,172.74
ORD100218,2026-01-20,Robert Santana,Beauty,West,Mobile App,319.37,2,638.74
ORD100219,2025-12-01,Jeremy Reed,Electronics,East,Marketplace,134.14,2,268.28
ORD100220,2026-04-22,Jessica Wright,Apparel,South,Web,314.8,2,629.6
ORD100221,23/05/2025,James Webb,Apparel,Central,Mobile App,253.01,5,1265.05
ORD100222,2025-06-24,Laura Haney,toys,North,Mobile App,343.56,7,2404.92
ORD100223,2025-11-20,Mary Hill,Apparel,East,Marketplace,472.4,4,1889.6
ORD100224,2025-12-12,Natasha Williams,Beauty,East,Mobile App,294.96,3,884.88
ORD100225,12/12/2025,Tanner Mitchell DDS,Apparel,East,Mobile App,401.47,4,1605.88
ORD100226,20/01/2026,Mark Oliver,Sports,West,Mobile App,197.14,4,788.56
ORD100227,2025-12-24,Mary Massey,Apparel,North,Web,68.61,5,343.05
ORD100228,2025-09-12,Maria Parker,Sports,West,Web,275.08,5,1375.4
ORD100229,24/06/2025,Morgan Davis,Home & Kitchen,Central,In-Store,314.84,1,314.84
ORD100230,05/11/2025,Casey Anderson,Electronics,South,Web,480.79,2,961.58
ORD100231,14/04/2026,Kiara Mcintyre,Beauty,North,Marketplace,107.31,5,536.55
ORD100232,31/03/2026,Roger Olson,Beauty,West,In-Store,39.33,7,275.31
ORD100233,2026-06-25,Gina Wilson,home & kitchen,Central,In-Store,191.74,5,958.7
ORD100234,2026-02-14,Vincent Dalton,Toys,Central,In-Store,51.75,3,155.25
ORD100235,2025-08-02,Tracy Ballard,Toys,North,Web,171.59,2,343.18
ORD100236,2025-09-20,Alexis Herrera,Electronics,Central,Web,162.89,2,325.78
ORD100237,09/04/2026,Megan Richards,Sports,South,Web,342.4,6,2054.4
ORD100238,2025-01-27,Ashley Hall,Toys,East,Mobile App,408.16,1,408.16
ORD100239,2025-05-15,Kristina Herman,Sports,South,In-Store,250.54,2,501.08
ORD100240,28/06/2025,Rodney Blankenship,Toys,West,In-Store,349.88,5,1749.4
ORD100241,2025-06-29,Charles Shah,Toys,South,In-Store,468.64,4,1874.56
ORD100242,2025-09-19,Brent Clay Jr.,Home & Kitchen,East,Web,211.88,5,1059.4
ORD100243,31/08/2025,Natalie Bautista,Toys,Central,Web,144.61,2,289.22
ORD100244,09/03/2025,Brittany Perry,Apparel,East,Web,214.62,3,643.86
ORD100245,2025-08-05,Jason Lynn Jr.,Toys,Central,Mobile App,495.3,4,1981.2
ORD100246,2025-03-09,Trevor Foley,Apparel,East,Marketplace,189.15,7,1324.05
ORD100247,2025-07-29,Kimberly Levine,Home & Kitchen,East,Marketplace,292.37,7,2046.59
ORD100248,2026-04-23,Colton Martinez,Sports,West,Marketplace,465.72,5,2328.6
ORD100249,2025-12-07,Matthew May,Toys,East,Marketplace,123.11,7,861.77
ORD100250,24/03/2025,Richard Sanchez,Apparel,South,Mobile App,376.68,1,376.68
ORD100251,07/05/2025,Andrea Hubbard,Electronics,,Web,122.93,6,737.58
ORD100252,04/04/2025,Sergio Murphy,Sports,West,Marketplace,451.76,6,2710.56
ORD100253,2025-04-03,April Garrison,Sports,Central,In-Store,250.8,1,
ORD100254,11/01/2026,David Thompson,Toys,West,Mobile App,163.42,3,490.26
ORD100255,2025-05-24,Adrian Tyler,Apparel,West,Web,54.49,4,217.96
ORD100256,24/02/2026,Christopher Williams,Electronics,North,Web,10.36,1,10.36
ORD100257,16/03/2026,Nichole Alvarez,Beauty,East,Web,424.34,1,424.34
ORD100258,2026-06-16,Ashley Gordon,Apparel,North,Web,163.06,6,978.36
ORD100259,2025-10-26,Richard Camacho,Electronics,South,Mobile App,340.0,4,1360.0
ORD100260,2025-10-03,Victor Brown,Beauty,Central,Marketplace,288.85,7,2021.95
ORD100261,27/05/2026,Michael Henry,Apparel,North,Web,46.23,5,231.15
ORD100262,2025-02-18,Bobby Franklin,Apparel,North,Marketplace,150.14,1,150.14
ORD100263,2025-07-11,Mark Kelley,Sports,West,Web,279.08,5,1395.4
ORD100264,2025-03-09,Kerry Chavez DDS,TOYS,South,In-Store,377.43,7,2642.01
ORD100265,2026-03-11,Sarah Curtis,Home & Kitchen,North,Mobile App,391.74,7,2742.18
ORD100266,19/05/2025,Cindy Hayes,Sports,Central,Marketplace,50.15,-2,100.3
ORD100267,2025-03-07,Jesse Perry,Home & Kitchen,Central,Mobile App,487.25,6,2923.5
ORD100268,07/04/2025,Maurice Brooks,Apparel,West,Marketplace,277.02,5,1385.1
ORD100269,2025-03-06,Andrea Decker,Home & Kitchen,West,Web,369.83,-5,1849.15
ORD100270,2025-11-14,Parker Cain,Beauty,East,In-Store,178.7,2,357.4
ORD100271,21/03/2025,Kristina Rivera,Home & Kitchen,West,Marketplace,484.48,1,484.48
ORD100272,2026-05-04,Maurice Christensen,Home & Kitchen,East,In-Store,381.95,4,1527.8
ORD100273,2025-07-25,Tracy Burke,Home & Kitchen,Central,Web,434.1,6,2604.6
ORD100274,16/05/2025,Christy Douglas,Beauty,West,Mobile App,46.63,5,233.15
ORD100275,2026-03-07,Ryan Richardson,Sports,West,In-Store,115.18,1,115.18
ORD100276,02/07/2026,Renee Bruce,Toys,Central,Web,411.82,2,823.64
ORD100277,28/01/2025,Lisa Day,TOYS,West,Marketplace,77.57,5,387.85
ORD100278,22/04/2025,Sandra Adams,Sports,Central,Mobile App,46.99,3,140.97
ORD100279,17/01/2025,Ellen Morgan,Electronics,West,Web,292.75,5,1463.75
ORD100280,2025-04-01,Kylie Morales,Apparel,West,Mobile App,188.47,4,753.88
ORD100281,11/05/2025,Amanda Reese,Electronics,North,Web,122.16,7,855.12
ORD100282,13/02/2026,Glen Wood,Home & Kitchen,Central,Mobile App,493.07,4,1972.28
ORD100283,2025-02-11,Latoya Miller,Toys,West,In-Store,178.36,4,
ORD100284,2025-06-12,Luke Craig,Home & Kitchen,East,Web,46.33,5,231.65
ORD100285,12/06/2025,Karla Ramos,Toys,West,Marketplace,192.1,7,1344.7
ORD100286,2025-06-18,Ashley Jordan,Toys,East,Web,214.99,2,429.98
ORD100287,07/02/2025,Katelyn Estrada,Beauty,West,Mobile App,168.48,6,1010.88
ORD100288,2025-06-28,Kyle Smith,Home & Kitchen,Central,Mobile App,248.85,5,1244.25
ORD100289,2025-07-12,Chad Scott,Electronics,West,Mobile App,205.58,6,1233.48
ORD100290,2025-08-10,Paul Thompson,Toys,West,In-Store,32.87,4,131.48
ORD100291,31/03/2026,Kathryn Whitaker,Apparel,South,In-Store,384.76,7,2693.32
ORD100292,24/01/2025,Scott Williams,Sports,East,Web,326.36,1,326.36
ORD100293,24/11/2025,Shannon Johnston,Home & Kitchen,East,Web,342.11,4,1368.44
ORD100294,25/01/2025,Jennifer Wilson,Home & Kitchen,South,Marketplace,481.28,7,3368.96
ORD100295,2026-04-14,Robert Montgomery,Electronics,Central,Marketplace,241.47,1,241.47
ORD100296,27/05/2025,Anita Richard,Sports,North,Mobile App,434.96,6,2609.76
ORD100297,2025-07-03,Kelly Foster,Home & Kitchen,South,Mobile App,220.99,2,441.98
ORD100298,20/10/2025,Gary Jackson,Apparel,West,In-Store,11.02,5,55.1
ORD100299,24/07/2025,Jordan Bullock,Apparel,West,In-Store,26.36,-5,131.8
ORD100300,2025-05-23,Sabrina Briggs,Toys,East,Web,26.48,5,132.4
ORD100301,2026-03-06,Craig Morrison,Apparel,East,Mobile App,496.52,5,2482.6
ORD100302,2025-10-11,Cassandra Mejia,Beauty,North,Web,130.23,3,390.69
ORD100303,2026-06-04,Olivia Cole,Home & Kitchen,East,Mobile App,484.8,2,969.6
ORD100304,02/05/2026,Madison Weber,Toys,South,Web,87.28,1,87.28
ORD100305,2025-09-13,Brittany Jones,Electronics,South,In-Store,349.4,7,2445.8
ORD100306,2025-10-19,Donald Brown,Electronics,West,Mobile App,497.94,6,2987.64
ORD100307,2026-04-14,Jesse Brown,Apparel,South,In-Store,294.24,7,2059.68
ORD100308,2025-12-17,Sean Wyatt,Electronics,Central,Mobile App,27.5,4,110.0
ORD100309,2026-03-23,Julie Spencer,Home & Kitchen,North,Web,479.56,6,2877.36
ORD100310,06/01/2026,Joanna Pacheco,Home & Kitchen,East,Web,230.55,4,922.2
ORD100311,2025-02-16,John Hernandez,Toys,East,Mobile App,171.15,2,342.3
ORD100312,09/02/2026,Steven Cooper,Home & Kitchen,West,In-Store,98.12,2,196.24
ORD100313,10/09/2025,Carrie Wright,Apparel,South,In-Store,197.19,4,788.76
ORD100314,2025-08-06,Joseph Moore,Electronics,North,Web,293.91,4,
