order_id,order_date,customer_name,category,region,channel,unit_price,quantity,revenue
ORD102879,2025-01-24,Abigail Clayton,Toys,North,Web,161.46,5,807.3
ORD103132,2025-01-24,Lori Navarro,Toys,East,Mobile App,370.27,7,2591.89
ORD102048,2025-01-24,Cathy Hess,Electronics,West,In-Store,151.49,7,1060.43
ORD102878,2025-01-25,Samantha Reynolds,Sports,Central,Marketplace,290.67,1,290.67
ORD103170,2025-01-25,Chris Rogers,Beauty,West,Web,170.16,1,170.16
ORD100294,2025-01-25,Jennifer Wilson,Home & Kitchen,South,Marketplace,481.28,7,3368.96
ORD102479,2025-01-25,Samuel Mata,Toys,West,In-Store,447.33,7,3131.31
ORD103024,2025-01-25,Paul Warren,Electronics,North,Marketplace,408.46,1,408.46
ORD102114,2025-01-25,Brian Rodriguez,Beauty,East,Marketplace,355.84,3,1067.52
ORD101683,2025-01-25,Todd Reed DDS,Sports,Central,Web,57.16,3,171.48
ORD101843,2025-01-25,Ryan Lozano,Toys,Central,In-Store,386.71,2,773.42
ORD104497,2025-01-25,Justin White,Beauty,North,In-Store,471.94,2,943.88
ORD100978,2025-01-26,Christopher Whitaker,Beauty,East,Web,202.95,5,1014.75
ORD103892,2025-01-26,Stephanie Dillon,Electronics,West,In-Store,331.16,4,1324.64
ORD102867,2025-01-26,Dawn Adkins,Electronics,East,In-Store,210.68,3,632.04
ORD100409,2025-01-26,Kathleen Parker,Home & Kitchen,North,In-Store,445.81,4,1783.24
ORD104797,2025-01-26,Bryan Yates,Electronics,Central,Web,195.16,1,195.16
ORD100485,2025-01-26,Courtney Smith,Toys,Central,Marketplace,106.25,2,212.5
ORD101941,2025-01-26,Maria Roberts,Electronics,North,Web,214.25,3,642.75
ORD103764,2025-01-26,Paul Moyer,Home & Kitchen,East,Mobile App,466.64,3,1399.92
ORD103166,2025-01-27,Paul Barnes,Beauty,West,Mobile App,226.13,2,452.26
ORD100238,2025-01-27,Ashley Hall,Toys,East,Mobile App,408.16,1,408.16
ORD104944,2025-01-27,Debbie Reed,Apparel,West,Marketplace,314.23,6,1885.38
ORD103944,2025-01-27,Carrie Padilla,Sports,South,Mobile App,460.71,4,1842.84
ORD100079,2025-01-27,Rita Keith,Sports,Central,Mobile App,117.83,6,706.98
ORD100896,2025-01-27,Rhonda Mills,Sports,North,In-Store,269.09,1,269.09
ORD103854,2025-01-27,Mitchell Ford,Toys,West,In-Store,403.71,6,2422.26
ORD103281,2025-01-28,Wesley Henry,Apparel,South,Mobile App,379.44,1,379.44
ORD100277,2025-01-28,Lisa Day,Toys,West,Marketplace,77.57,5,387.85
ORD104754,2025-01-28,Robert Sheppard,Electronics,East,In-Store,451.22,1,451.22
ORD100123,2025-01-28,Cameron Dean,Sports,East,Web,351.68,3,1055.04
ORD103609,2025-01-28,Andrew Smith,Sports,West,Web,426.17,4,1704.68
ORD101596,2025-01-28,Nancy Chavez,Apparel,South,In-Store,240.86,7,1686.02
ORD100425,2025-01-28,Molly Watts,Home & Kitchen,Central,Mobile App,32.55,1,32.55
ORD103786,2025-01-28,Randy Douglas,Electronics,North,Mobile App,413.59,2,827.18
ORD102569,2025-01-28,Ryan Fischer,Apparel,East,Marketplace,254.79,4,1019.16
ORD100339,2025-01-28,Jerry Bailey,Electronics,East,Web,472.66,2,945.32
ORD100752,2025-01-28,Lindsay Gonzalez,Apparel,East,Mobile App,174.23,4,696.92
ORD104471,2025-01-29,Rose Jackson,Electronics,South,In-Store,409.31,7,2865.17
ORD100145,2025-01-29,Leonard Gray,Home & Kitchen,West,In-Store,336.12,1,336.12
ORD103763,2025-01-29,Michael Flores,Beauty,Central,Mobile App,463.66,3,1390.98
ORD104887,2025-01-29,Tony Rodriguez,Electronics,South,Marketplace,41.41,7,289.87
ORD101070,2025-01-29,Bonnie Roberson,Apparel,North,Web,410.27,7,2871.89
ORD102808,2025-01-29,James Walsh,Beauty,West,In-Store,7.07,1,7.07
ORD102671,2025-01-29,Rhonda Johnson,Beauty,South,Marketplace,145.85,4,583.4
ORD101245,2025-01-29,Nathaniel Gilbert,Sports,East,Mobile App,320.59,4,1282.36
ORD100121,2025-01-29,Daniel Graham,Sports,South,Mobile App,441.9,7,3093.3
ORD104830,2025-01-30,Kelly Ellis,Apparel,East,Mobile App,194.55,2,389.1
ORD103610,2025-01-30,Allison Pacheco,Beauty,West,Web,322.02,1,322.02
ORD100746,2025-01-30,Lisa Webb,Apparel,Central,Marketplace,166.58,1,166.58
ORD100787,2025-01-30,Madison Martinez,Sports,South,Mobile App,358.89,2,717.78
ORD104941,2025-01-30,Jennifer Powers,Sports,Central,Mobile App,45.07,5,225.35
ORD104812,2025-01-30,David Gutierrez,Beauty,West,Marketplace,317.14,5,1585.7
ORD102312,2025-01-30,Tammy Lee,Toys,West,Web,315.53,5,1577.65
ORD103320,2025-01-30,Raymond Reynolds,Beauty,Central,In-Store,119.04,2,238.08
ORD101252,2025-01-31,Wayne Ramirez,Sports,North,Marketplace,170.58,5,852.9
ORD100733,2025-01-31,Zachary Sanford,Apparel,Central,Web,419.32,1,419.32
ORD102220,2025-01-31,Juan Little,Electronics,South,Mobile App,294.33,1,294.33
ORD104017,2025-01-31,Brent Stewart,Beauty,West,In-Store,444.88,6,2669.28
ORD102697,2025-01-31,Deanna Mcdonald,Electronics,West,Web,352.54,1,352.54
ORD102791,2025-01-31,Victor Smith,Electronics,North,Marketplace,439.63,4,1758.52
ORD101886,2025-01-31,Brian Tran,Apparel,South,In-Store,404.5,5,2022.5
ORD100957,2025-01-31,Albert Hunter,Sports,North,Mobile App,432.35,2,864.7
ORD100899,2025-01-31,Elizabeth Molina,Sports,South,Marketplace,434.79,4,1739.16
ORD104782,2025-01-31,Vanessa Rodriguez,Toys,South,Mobile App,130.54,2,261.08
ORD101693,2025-01-31,Ronald Kline,Home & Kitchen,Central,Mobile App,210.82,2,421.64
ORD101535,2025-02-01,James Stevens,Apparel,East,Marketplace,345.7,5,1728.5
ORD100520,2025-02-01,Maria Brown,Toys,East,Marketplace,373.4,2,746.8
ORD101095,2025-02-01,Jessica Rojas,Home & Kitchen,Central,In-Store,378.36,7,2648.52
ORD102924,2025-02-01,Christopher Thomas,Toys,Central,Web,159.53,2,319.06
ORD102499,2025-02-01,Brian Porter,Apparel,North,Web,303.75,7,2126.25
ORD104082,2025-02-01,Gary Reid,Beauty,East,Web,215.27,4,861.08
ORD101630,2025-02-02,Charles Hall,Sports,East,Web,43.05,7,301.35
ORD102475,2025-02-02,Michele Cannon,Toys,South,Mobile App,50.23,6,301.38
ORD101451,2025-02-02,Cody Hart,Sports,South,In-Store,206.45,6,1238.7
ORD104749,2025-02-02,Timothy Hernandez,Home & Kitchen,South,In-Store,305.84,1,305.84
ORD101320,2025-02-02,Rebecca Roberts,Home & Kitchen,East,Marketplace,331.52,4,1326.08
ORD100805,2025-02-02,Deanna Barnes MD,Beauty,Central,In-Store,492.25,1,492.25
ORD103133,2025-02-02,Tanner James,Toys,South,In-Store,441.04,1,441.04
ORD104268,2025-02-02,Mark Smith,Home & Kitchen,East,In-Store,465.31,5,2326.55
ORD102054,2025-02-02,Justin York,Apparel,East,Mobile App,268.29,4,1073.16
ORD101389,2025-02-03,Todd Bishop,Toys,East,Marketplace,21.43,5,107.15
ORD104709,2025-02-03,William Richmond,Electronics,West,Web,370.77,3,1112.31
ORD102742,2025-02-03,Linda Howard,Electronics,North,Web,415.18,2,830.36
ORD104851,2025-02-03,Margaret Ward,Home & Kitchen,Central,In-Store,221.83,5,1109.15
ORD100822,2025-02-03,Vincent Reyes,Apparel,North,Marketplace,413.13,2,826.26
ORD103905,2025-02-03,Marcus Blair,Beauty,West,Web,351.2,6,2107.2
ORD102252,2025-02-03,Dr. John Ramirez,Toys,West,Marketplace,120.09,4,480.36
ORD101960,2025-02-04,Martin Chapman MD,Beauty,South,Web,433.72,1,433.72
ORD101365,2025-02-04,Maria Thompson,Beauty,West,Marketplace,238.23,7,1667.61
ORD100989,2025-02-04,John Mendez,Apparel,West,In-Store,60.59,5,302.95
ORD103217,2025-02-04,Michael Terry MD,Electronics,West,In-Store,376.23,6,2257.38
ORD101125,2025-02-05,Samantha Baker,Beauty,South,Web,78.87,6,473.22
ORD101336,2025-02-05,Tonya Vega,Home & Kitchen,South,In-Store,323.12,7,2261.84
ORD102477,2025-02-05,Theresa Nelson,Home & Kitchen,South,Marketplace,391.58,7,2741.06
ORD102823,2025-02-05,Michael Bryant,Apparel,West,Marketplace,315.73,7,2210.11
ORD101371,2025-02-06,Amanda Brown PhD,Apparel,West,Mobile App,413.86,6,2483.16
ORD101204,2025-02-06,Jocelyn Wilcox,Beauty,North,In-Store,330.49,1,330.49
ORD104433,2025-02-06,Ashley Mendoza,Beauty,South,Marketplace,322.84,7,2259.88
ORD102150,2025-02-07,Kristen Jackson,Sports,East,Web,234.24,6,1405.44
ORD101778,2025-02-07,Lauren Dixon,Apparel,North,Mobile App,113.46,5,567.3
ORD101840,2025-02-07,Kevin Cannon,Apparel,East,Mobile App,52.05,3,156.15
ORD100397,2025-02-07,Samantha Johnson,Sports,East,Mobile App,375.0,6,2250.0
ORD102448,2025-02-07,Luis Powell,Electronics,Central,Mobile App,84.8,2,169.6
ORD101759,2025-02-07,Lisa Morales,Beauty,East,Marketplace,465.65,4,1862.6
ORD103058,2025-02-07,Dr. Jacqueline Monroe,Toys,East,In-Store,274.59,5,1372.95
ORD104984,2025-02-07,Sarah Smith,Electronics,Central,Web,472.33,5,2361.65
ORD100669,2025-02-07,Crystal Hicks,Beauty,West,Mobile App,266.82,3,800.46
ORD104178,2025-02-07,Andrea Scott,Home & Kitchen,North,Marketplace,350.02,5,1750.1
ORD100287,2025-02-07,Katelyn Estrada,Beauty,West,Mobile App,168.48,6,1010.88
ORD103679,2025-02-08,Jeffrey Gibbs,Apparel,East,In-Store,490.0,2,980.0
ORD102855,2025-02-08,Julie Maddox,Electronics,West,Mobile App,414.61,3,1243.83
ORD102909,2025-02-08,Shane Mcintyre,Electronics,East,In-Store,430.26,5,2151.3
ORD104472,2025-02-08,Thomas Sparks,Beauty,South,Web,430.08,5,2150.4
ORD104488,2025-02-08,Carlos Miller,Electronics,Central,Mobile App,393.58,6,2361.48
ORD104070,2025-02-08,Paul Dodson,Beauty,South,Mobile App,224.26,6,1345.56
ORD104341,2025-02-08,Matthew Barrett,Toys,Central,Web,401.08,2,802.16
ORD100848,2025-02-08,Anna Chang,Apparel,Central,Web,85.03,6,510.18
ORD100536,2025-02-08,Stacy Alvarez,Apparel,North,Web,480.73,1,480.73
ORD102343,2025-02-09,Luke Johnson,Home & Kitchen,South,In-Store,307.33,2,614.66
ORD104333,2025-02-09,Marie Shelton,Toys,North,Web,284.6,2,569.2
ORD100346,2025-02-09,Dwayne Turner,Home & Kitchen,South,Mobile App,337.43,2,674.86
ORD101227,2025-02-09,Elizabeth Knapp,Toys,South,In-Store,37.1,2,74.2
ORD104066,2025-02-09,Janice Goodwin,Toys,Central,Marketplace,143.48,2,286.96
ORD102923,2025-02-09,Taylor Cruz,Sports,North,Mobile App,364.43,3,1093.29
ORD104490,2025-02-10,Ms. Renee Newton,Apparel,North,Marketplace,226.55,5,1132.75
ORD104804,2025-02-10,David Sanchez,Home & Kitchen,South,Mobile App,297.5,2,595.0
ORD101087,2025-02-10,Chelsea Smith,Beauty,West,In-Store,438.67,5,2193.35
ORD102521,2025-02-10,Bridget Williamson,Home & Kitchen,North,Marketplace,212.9,3,638.7
ORD103146,2025-02-10,Rickey Hall,Home & Kitchen,West,Marketplace,417.3,4,1669.2
ORD104189,2025-02-10,Jeremy Hill,Home & Kitchen,Central,Marketplace,221.63,1,221.63
ORD104932,2025-02-10,Jimmy White,Beauty,Central,Web,372.11,2,744.22
ORD103409,2025-02-10,Marc Mitchell,Electronics,South,Mobile App,427.39,4,1709.56
ORD100283,2025-02-11,Latoya Miller,Toys,West,In-Store,178.36,4,713.44
ORD101528,2025-02-11,Mark Taylor Jr.,Electronics,East,Web,192.56,3,577.68
ORD101322,2025-02-11,John Jackson,Beauty,Central,Web,473.59,2,947.18
ORD102037,2025-02-11,William White,Electronics,Central,Mobile App,166.74,2,333.48
ORD102128,2025-02-11,Anthony Williams,Apparel,West,Mobile App,445.75,5,2228.75
ORD102079,2025-02-11,James Moss,Toys,South,In-Store,198.97,1,198.97
ORD104632,2025-02-11,Austin Rogers,Apparel,Central,Mobile App,66.03,7,462.21
ORD104665,2025-02-11,Natalie Kirby,Beauty,West,Marketplace,407.64,6,2445.84
ORD104197,2025-02-12,Tommy Fleming,Electronics,West,Mobile App,385.71,3,1157.13
ORD101163,2025-02-12,Sarah Rodriguez,Apparel,Central,In-Store,25.77,2,51.54
ORD100600,2025-02-12,Ernest Hayes,Electronics,South,Marketplace,57.76,6,346.56
ORD102423,2025-02-12,Megan Stevenson,Apparel,North,Mobile App,20.73,2,41.46
ORD102420,2025-02-12,Julia Brown,Electronics,North,Marketplace,375.34,5,1876.7
ORD102494,2025-02-12,Michael Gordon,Sports,West,Mobile App,411.11,3,1233.33
ORD103626,2025-02-12,Miguel Weber,Toys,North,Mobile App,492.12,2,984.24
ORD104167,2025-02-12,Robert Bauer,Electronics,South,In-Store,376.38,1,376.38
ORD102255,2025-02-12,Jeffrey Kennedy,Apparel,East,In-Store,154.73,4,618.92
ORD100162,2025-02-12,Benjamin Soto,Home & Kitchen,East,In-Store,53.1,7,371.7
ORD101038,2025-02-12,Daniel Ray,Electronics,Unknown,Mobile App,89.39,2,178.78
ORD100929,2025-02-12,Gary Miller,Electronics,South,Marketplace,346.32,1,346.32
ORD103598,2025-02-12,Rebecca Martinez,Beauty,South,In-Store,145.48,2,290.96
ORD101272,2025-02-12,Michael Rodriguez,Toys,West,Marketplace,144.68,4,578.72
ORD104260,2025-02-12,Tyrone Collins,Electronics,East,Marketplace,145.52,2,291.04
ORD101812,2025-02-12,David Peterson,Toys,West,In-Store,290.68,6,1744.08
ORD102673,2025-02-13,Jason Singleton,Toys,North,In-Store,425.73,3,1277.19
ORD103972,2025-02-13,Carolyn Davis,Apparel,Central,In-Store,447.52,5,2237.6
ORD100492,2025-02-13,Daniel Shields,Beauty,Central,Web,245.75,4,983.0
ORD101146,2025-02-13,Laura Miller,Home & Kitchen,North,Marketplace,374.37,1,374.37
ORD103730,2025-02-13,Tony Brooks,Home & Kitchen,South,In-Store,220.47,3,661.41
ORD103707,2025-02-13,Justin Yu,Home & Kitchen,West,Web,367.28,3,1101.84
ORD104037,2025-02-13,Debbie Watson,Toys,Central,Web,337.65,6,2025.9
ORD103511,2025-02-13,Elaine Trevino,Toys,West,Mobile App,316.06,7,2212.42
ORD104623,2025-02-13,Ronald Lam,Sports,East,Web,361.58,5,1807.9
ORD104469,2025-02-13,Donald Wood,Apparel,North,Marketplace,181.42,4,725.68
ORD101989,2025-02-14,Mary Gray,Sports,South,Mobile App,181.21,6,1087.26
ORD102484,2025-02-14,Mrs. Cheryl Kim,Sports,West,Marketplace,129.33,2,258.66
ORD103651,2025-02-14,Amanda Mcdaniel,Electronics,East,Marketplace,55.87,2,111.74
ORD103669,2025-02-14,Ricky Anderson,Toys,North,Web,313.94,4,1255.76
ORD103384,2025-02-14,Alicia Wagner,Home & Kitchen,South,Marketplace,292.02,6,1752.12
ORD102507,2025-02-14,Nicholas Moss,Electronics,South,In-Store,89.61,7,627.27
ORD100659,2025-02-14,Monica Mathis,Sports,North,Mobile App,267.48,2,534.96
ORD104543,2025-02-14,Ashley Dunn,Home & Kitchen,South,Web,85.28,6,511.68
ORD104379,2025-02-14,James Morales,Beauty,Unknown,Marketplace,19.75,1,19.75
ORD101979,2025-02-15,Robert Lopez,Toys,Central,Mobile App,431.35,4,1725.4
ORD101764,2025-02-15,Erika Johnson,Apparel,East,Marketplace,474.79,6,2848.74
ORD100401,2025-02-15,Elizabeth Jones,Toys,North,Web,268.4,5,1342.0
ORD104202,2025-02-15,Kylie Wiggins,Beauty,West,Web,62.79,3,188.37
ORD101406,2025-02-15,Cameron Schwartz,Home & Kitchen,East,Mobile App,149.65,3,448.95
ORD104953,2025-02-15,Joy Clark,Apparel,West,Mobile App,261.52,2,523.04
ORD100613,2025-02-15,Daniel Clark,Beauty,West,Mobile App,147.9,4,591.6
ORD103532,2025-02-15,Chelsea Kelley,Sports,North,Mobile App,450.21,3,1350.63
ORD104031,2025-02-15,Miranda Frazier,Apparel,East,Marketplace,271.36,7,1899.52
ORD103173,2025-02-15,Caitlin Costa,Beauty,North,In-Store,365.42,3,1096.26
ORD102422,2025-02-16,John Rivera,Apparel,East,Web,491.87,1,491.87
ORD103650,2025-02-16,Julie Decker,Beauty,Central,Mobile App,316.22,7,2213.54
ORD100708,2025-02-16,Jason Pierce,Electronics,East,In-Store,313.35,5,1566.75
ORD104097,2025-02-16,Stephen Vaughn,Sports,West,In-Store,267.12,6,1602.72
ORD103149,2025-02-16,Michael Hancock,Apparel,Central,In-Store,274.57,5,1372.85
ORD104080,2025-02-16,Miguel Pena,Home & Kitchen,South,Web,429.0,1,429.0
ORD102902,2025-02-16,Michael Farmer,Sports,North,In-Store,466.21,2,932.42
ORD100311,2025-02-16,John Hernandez,Toys,East,Mobile App,171.15,2,342.3
ORD100653,2025-02-16,Dennis Williams,Apparel,East,Marketplace,32.17,3,96.51
ORD102523,2025-02-16,Amanda Love,Sports,West,Web,366.92,6,2201.52
ORD102015,2025-02-16,Laura Smith,Toys,East,Web,393.62,2,787.24
ORD101123,2025-02-16,Steve Miller PhD,Beauty,East,Mobile App,276.24,7,1933.68
ORD100556,2025-02-17,Eric Snyder,Apparel,East,Mobile App,489.57,2,979.14
ORD103179,2025-02-17,Jaclyn Waller,Apparel,East,Marketplace,64.09,4,256.36
ORD100624,2025-02-17,Matthew Howard,Toys,West,In-Store,386.6,5,1933.0
ORD100590,2025-02-17,Paul Stokes,Sports,South,In-Store,112.92,6,677.52
ORD103557,2025-02-17,Emily Powell,Electronics,South,Web,464.63,2,929.26
ORD101432,2025-02-17,Michael Ramirez,Apparel,Central,Web,61.89,5,309.45
ORD101733,2025-02-17,Sandra Miller,Apparel,North,Marketplace,339.41,3,1018.23
ORD104580,2025-02-17,Kevin Shea,Beauty,Central,Mobile App,254.94,5,1274.7
ORD103156,2025-02-17,Paul Brown,Home & Kitchen,Central,Mobile App,113.47,2,226.94
ORD101441,2025-02-17,Matthew Carter,Electronics,East,Marketplace,224.47,5,1122.35
ORD100464,2025-02-17,Matthew Schwartz,Apparel,West,In-Store,334.27,2,668.54
ORD100115,2025-02-18,Michael Mccarthy,Sports,East,Mobile App,273.02,2,546.04
ORD101798,2025-02-18,Melanie Cunningham,Home & Kitchen,North,Mobile App,27.8,2,55.6
ORD100262,2025-02-18,Bobby Franklin,Apparel,North,Marketplace,150.14,1,150.14
ORD104001,2025-02-18,Jesse Edwards,Toys,North,Web,107.72,5,538.6
ORD103300,2025-02-18,Justin Henderson,Sports,East,Mobile App,184.88,2,369.76
ORD104483,2025-02-18,Gina Brennan,Toys,North,In-Store,333.49,4,1333.96
ORD103930,2025-02-18,Steven Parker,Home & Kitchen,East,In-Store,443.35,6,2660.1
ORD102678,2025-02-18,Ryan Caldwell,Apparel,Central,Web,47.59,3,142.77
ORD100946,2025-02-19,Joshua Roberts,Toys,East,In-Store,326.29,5,1631.45
ORD104790,2025-02-19,Miguel Smith,Toys,Central,In-Store,165.68,2,331.36
ORD101502,2025-02-19,Bryan King,Electronics,South,Web,75.36,1,75.36
ORD103432,2025-02-19,John Hebert,Beauty,East,Web,463.28,2,926.56
ORD103502,2025-02-19,Patricia Adkins,Beauty,North,Marketplace,151.74,6,910.44
ORD100767,2025-02-19,Thomas Sloan,Home & Kitchen,North,In-Store,189.06,3,567.18
ORD100658,2025-02-19,Sandra Becker,Beauty,Central,Mobile App,43.09,5,215.45
ORD102463,2025-02-19,Kristin Taylor,Beauty,North,Mobile App,39.7,7,277.9
ORD103459,2025-02-19,Christopher Lee,Sports,North,Mobile App,142.74,2,285.48
ORD103160,2025-02-19,Michael Gregory,Electronics,West,Web,57.53,4,230.12
ORD102069,2025-02-19,Brian Kelley,Toys,North,In-Store,272.75,2,545.5
ORD101817,2025-02-19,Eric Sims,Sports,West,Mobile App,451.61,2,903.22
